Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed
Imposter,Win,-,-,-,0,04m 57s,No,
Crewmate,Loss,3,No,Yes,-,03m 02s,No,0
Crewmate,Loss,1,No,Yes,-,01m 40s,No,0
Crewmate,Loss,4,No,Yes,-,07m 41s,No,2
Imposter,Loss,-,-,-,1,04m 36s,No,
Crewmate,Win,4,No,Yes,-,05m 22s,No,1
Crewmate,Win,4,No,No,-,07m 14s,No,0
Crewmate,Win,4,No,No,-,03m 23s,No,2
Crewmate,Win,4,No,Yes,-,06m 35s,No,0
Imposter,Loss,-,-,-,3,06m 59s,No,
Crewmate,Win,6,Yes,Yes,-,08m 16s,No,0
Crewmate,Loss,2,No,Yes,-,07m 10s,No,0
Crewmate,Win,6,Yes,No,-,07m 09s,No,0
Crewmate,Loss,5,Yes,Yes,-,11m 05s,No,0
Imposter,Loss,-,-,-,3,06m 26s,Yes,
Crewmate,Loss,5,Yes,Yes,-,04m 45s,No,0
Crewmate,Win,1,No,No,-,02m 06s,No,0
Crewmate,Loss,8,Yes,No,-,09m 36s,Yes,0
Imposter,Loss,-,-,-,1,11m 25s,Yes,
Crewmate,Loss,4,No,No,-,09m 34s,Yes,0
Crewmate,Win,6,No,Yes,-,07m 30s,No,0
Crewmate,Loss,5,No,Yes,-,20m 22s,No,3
Imposter,Win,-,-,-,2,16m 19s,Yes,
Imposter,Loss,-,-,-,1,07m 34s,No,
Crewmate,Win,7,No,No,-,10m 52s,No,1
Crewmate,Loss,8,Yes,Yes,-,11m 20s,No,1
Crewmate,Win,8,Yes,Yes,-,25m 28s,No,0
Crewmate,Loss,7,Yes,Yes,-,09m 07s,No,0
Crewmate,Win,7,Yes,Yes,-,09m 30s,No,0
Crewmate,Loss,7,Yes,No,-,11m 40s,No,0
Crewmate,Win,7,Yes,No,-,12m 44s,No,1
Crewmate,Win,6,No,No,-,12m 58s,No,1
Crewmate,Win,6,No,No,-,07m 03s,No,0
Crewmate,Loss,5,No,Yes,-,11m 06s,No,0
Crewmate,Loss,2,No,No,-,09m 56s,No,1
Crewmate,Win,3,No,No,-,03m 02s,No,0
Crewmate,Win,4,No,No,-,12m 21s,No,1
Crewmate,Loss,3,No,Yes,-,08m 38s,No,2
Crewmate,Win,7,Yes,Yes,-,11m 08s,No,1
Crewmate,Loss,7,Yes,Yes,-,14m 25s,No,0
Crewmate,Win,7,Yes,No,-,16m 13s,No,0
Crewmate,Loss,7,Yes,Yes,-,15m 51s,No,1
Crewmate,Win,7,Yes,No,-,11m 33s,No,1
Crewmate,Loss,6,No,No,-,08m 07s,No,0
Crewmate,Win,7,Yes,No,-,16m 48s,No,1
Imposter,Win,-,-,-,1,03m 56s,No,
Imposter,Win,-,-,-,2,09m 15s,No,
Crewmate,Loss,5,No,Yes,-,04m 57s,No,0
Imposter,Loss,-,-,-,2,15m 39s,No,
Crewmate,Win,7,Yes,No,-,09m 00s,No,3
Imposter,Win,-,-,-,1,07m 25s,No,
Crewmate,Loss,7,Yes,Yes,-,07m 31s,No,0
Crewmate,Loss,5,No,No,-,10m 29s,No,1
Crewmate,Loss,1,No,No,-,02m 44s,No,0
Crewmate,Win,7,Yes,Yes,-,20m 59s,No,1
Crewmate,Loss,2,No,No,-,04m 38s,No,0
Imposter,Loss,-,-,-,2,18m 26s,No,
Crewmate,Loss,5,No,No,-,14m 30s,No,0
Crewmate,Win,7,Yes,Yes,-,16m 16s,No,0
Crewmate,Win,4,No,No,-,05m 04s,No,0
Crewmate,Win,2,No,No,-,05m 59s,No,0
Crewmate,Win,7,Yes,No,-,09m 25s,No,0
Imposter,Win,-,-,-,2,00m 50s,No,
Crewmate,Win,3,No,No,-,04m 41s,No,0
Crewmate,Loss,4,No,Yes,-,05m 14s,No,0
Crewmate,Win,5,Yes,No,-,10m 34s,No,0
Crewmate,Win,5,No,Yes,-,06m 11s,No,0
Crewmate,Win,8,Yes,No,-,09m 48s,No,0
Crewmate,Win,3,No,No,-,10m 41s,No,0
Crewmate,Win,7,No,No,-,09m 46s,No,0
Crewmate,Win,8,Yes,No,-,21m 39s,No,1
Crewmate,Win,5,No,No,-,14m 17s,No,2
Crewmate,Loss,5,No,Yes,-,11m 35s,No,1
Crewmate,Win,8,Yes,Yes,-,18m 32s,No,2
Crewmate,Win,8,Yes,Yes,-,18m 44s,No,0
Imposter,Win,-,-,-,3,17m 42s,No,
Imposter,Win,-,-,-,1,14m 38s,No,
Crewmate,Loss,5,No,Yes,-,08m 18s,No,0
Imposter,Loss,-,-,-,1,20m 36s,No,
Crewmate,Win,4,No,No,-,07m 11s,No,0
Crewmate,Win,7,Yes,Yes,-,07m 39s,No,0
Crewmate,Win,6,No,Yes,-,14m 16s,No,0
Crewmate,Loss,4,No,Yes,-,08m 31s,No,0
Imposter,Loss,-,-,-,4,11m 53s,No,
Crewmate,Win,6,Yes,No,-,06m 26s,No,1
Imposter,Loss,-,-,-,1,01m 31s,Yes,
Crewmate,Loss,2,No,No,-,05m 11s,No,0
Crewmate,Loss,6,Yes,No,-,11m 34s,No,0
Imposter,Loss,-,-,-,2,24m 07s,No,
Imposter,Win,-,-,-,1,02m 15s,No,
Crewmate,Loss,8,Yes,Yes,-,13m 22s,No,0
Crewmate,Win,8,Yes,Yes,-,16m 16s,No,0
Imposter,Loss,-,-,-,0,15m 10s,No,
Imposter,Loss,-,-,-,2,09m 39s,No,
Crewmate,Win,3,No,No,-,05m 39s,No,0
Crewmate,Loss,5,No,No,-,10m 31s,No,0
Crewmate,Loss,1,No,No,-,13m 31s,No,0
Crewmate,Loss,1,No,Yes,-,15m 39s,No,0
Crewmate,Win,0,No,No,-,04m 17s,No,0
Crewmate,Win,2,No,No,-,08m 22s,No,0
Imposter,Loss,-,-,-,2,08m 40s,No,
Crewmate,Loss,1,No,Yes,-,08m 43s,No,0
Imposter,Loss,-,-,-,1,06m 49s,No,
Crewmate,Loss,0,No,Yes,-,08m 40s,No,0
Crewmate,Win,6,No,No,-,13m 13s,No,0
Crewmate,Loss,4,No,No,-,08m 31s,No,0
Crewmate,Win,0,No,No,-,00m 20s,No,0
Crewmate,Loss,7,Yes,Yes,-,18m 06s,No,1
Crewmate,Loss,4,No,No,-,14m 34s,No,2
Crewmate,Win,8,Yes,No,-,10m 48s,No,0
Imposter,Win,-,-,-,3,08m 34s,No,
Imposter,Loss,-,-,-,1,12m 15s,No,
Imposter,Loss,-,-,-,3,18m 50s,No,
Crewmate,Loss,7,Yes,Yes,-,15m 09s,No,0
Crewmate,Loss,7,Yes,No,-,14m 25s,No,0
Crewmate,Win,6,No,No,-,18m 11s,No,1
Crewmate,Loss,5,No,Yes,-,19m 29s,No,1
Crewmate,Win,5,No,Yes,-,11m 44s,No,0
Crewmate,Win,5,No,No,-,08m 24s,No,0
Crewmate,Win,6,No,No,-,11m 02s,No,0
Crewmate,Loss,7,Yes,No,-,13m 47s,No,3
Crewmate,Win,7,Yes,No,-,19m 53s,Yes,1
Crewmate,Win,7,Yes,No,-,13m 59s,No,1
Crewmate,Win,5,No,No,-,25m 40s,No,0
Imposter,Loss,-,-,-,4,13m 51s,Yes,
Crewmate,Win,2,No,No,-,08m 58s,No,1
Crewmate,Win,7,Yes,No,-,18m 34s,No,0
Crewmate,Loss,7,Yes,No,-,13m 54s,No,0
Crewmate,Loss,5,No,Yes,-,16m 57s,No,0
Crewmate,Win,7,Yes,No,-,19m 54s,No,1
Crewmate,Win,7,Yes,No,-,14m 53s,No,2
Crewmate,Win,7,Yes,Yes,-,14m 46s,No,1
Crewmate,Win,6,No,Yes,-,17m 26s,No,2
Crewmate,Loss,6,No,Yes,-,12m 08s,No,1
Imposter,Win,-,-,-,4,13m 31s,No,
Crewmate,Loss,1,No,No,-,06m 31s,No,0
Crewmate,Win,0,No,No,-,04m 02s,No,0
Crewmate,Win,1,No,Yes,-,03m 17s,No,0
Crewmate,Loss,6,Yes,Yes,-,12m 21s,No,1
Crewmate,Win,0,No,Yes,-,08m 39s,No,0
Crewmate,Loss,6,Yes,Yes,-,13m 43s,No,0
Crewmate,Loss,4,No,No,-,11m 00s,Yes,0
Crewmate,Loss,0,No,No,-,03m 24s,No,1
Imposter,Win,-,-,-,1,21m 42s,No,
Imposter,Loss,-,-,-,2,18m 18s,Yes,
Crewmate,Loss,6,No,Yes,-,15m 15s,No,1
Crewmate,Loss,1,No,Yes,-,12m 46s,No,0
Imposter,Loss,-,-,-,2,16m 00s,Yes,
Crewmate,Win,7,Yes,No,-,13m 18s,No,0
Crewmate,Win,7,No,No,-,08m 38s,No,0
Crewmate,Loss,1,No,Yes,-,10m 29s,No,0
Crewmate,Win,7,No,Yes,-,06m 44s,No,0
Crewmate,Win,8,Yes,Yes,-,08m 50s,No,1
Crewmate,Loss,2,No,Yes,-,05m 58s,No,1
Crewmate,Win,8,Yes,No,-,15m 47s,No,0
Crewmate,Win,7,No,No,-,10m 59s,No,0
Imposter,Loss,-,-,-,4,19m 34s,No,
Crewmate,Loss,2,No,Yes,-,19m 38s,No,0
Crewmate,Loss,3,No,Yes,-,11m 20s,No,0
Crewmate,Win,8,Yes,Yes,-,07m 22s,No,0
Crewmate,Win,4,No,Yes,-,05m 42s,No,0
Crewmate,Win,7,Yes,No,-,16m 36s,No,0
Imposter,Win,-,-,-,3,10m 40s,No,
Crewmate,Win,3,No,No,-,11m 03s,No,2
Crewmate,Loss,5,No,No,-,21m 55s,No,0
Crewmate,Loss,6,No,No,-,11m 46s,No,0
Imposter,Win,-,-,-,1,09m 31s,No,
Crewmate,Loss,7,Yes,No,-,15m 00s,No,0
Crewmate,Loss,7,No,No,-,15m 27s,No,1
Crewmate,Loss,7,No,Yes,-,24m 24s,No,0
Crewmate,Win,4,No,No,-,16m 03s,No,2
Crewmate,Loss,5,No,No,-,11m 28s,No,1
Crewmate,Loss,1,No,No,-,07m 36s,No,0
Crewmate,Win,4,No,No,-,06m 35s,No,0
Crewmate,Win,5,No,No,-,16m 13s,No,1
Crewmate,Win,5,No,Yes,-,19m 48s,No,0
Imposter,Win,-,-,-,2,11m 25s,No,
Imposter,Win,-,-,-,4,13m 20s,No,
Crewmate,Loss,3,No,No,-,11m 31s,No,1
Imposter,Win,-,-,-,1,06m 17s,No,
Crewmate,Loss,5,No,Yes,-,12m 00s,No,0
Crewmate,Loss,5,No,Yes,-,11m 18s,No,1
Crewmate,Win,1,No,No,-,12m 22s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 44s,No,0
Crewmate,Win,3,No,Yes,-,11m 56s,No,3
Crewmate,Win,6,No,No,-,12m 15s,No,1
Imposter,Win,-,-,-,4,11m 09s,No,
Crewmate,Win,7,Yes,No,-,16m 37s,No,0
Imposter,Loss,-,-,-,2,20m 34s,Yes,
Crewmate,Loss,7,Yes,Yes,-,25m 29s,No,0
Crewmate,Win,2,No,Yes,-,10m 35s,No,1
Crewmate,Loss,5,No,Yes,-,07m 55s,No,1
Imposter,Win,-,-,-,4,14m 12s,No,
Imposter,Win,-,-,-,2,09m 54s,No,
Crewmate,Win,3,No,Yes,-,11m 03s,No,0
Crewmate,Loss,6,Yes,No,-,20m 49s,Yes,1
Crewmate,Loss,8,Yes,Yes,-,17m 23s,No,0
Crewmate,Win,8,Yes,No,-,17m 05s,No,1
Crewmate,Loss,3,No,No,-,09m 16s,No,0
Crewmate,Win,8,Yes,No,-,12m 15s,No,0
Imposter,Win,-,-,-,2,07m 45s,No,
Crewmate,Loss,7,No,Yes,-,18m 29s,No,0
Crewmate,Win,8,Yes,No,-,10m 35s,Yes,0
Crewmate,Win,8,Yes,No,-,13m 56s,No,1
Imposter,Loss,-,-,-,1,04m 50s,Yes,
Crewmate,Win,8,Yes,No,-,12m 37s,No,2
Crewmate,Win,7,Yes,No,-,12m 54s,No,2
Imposter,Win,-,-,-,1,08m 08s,No,
Crewmate,Loss,4,No,No,-,09m 30s,No,3
Imposter,Win,-,-,-,2,11m 58s,No,
Crewmate,Win,7,Yes,No,-,24m 10s,No,1
Imposter,Loss,-,-,-,1,15m 20s,Yes,
Crewmate,Win,2,No,Yes,-,05m 40s,No,0
Crewmate,Win,4,No,No,-,07m 07s,No,0
Crewmate,Win,4,No,Yes,-,05m 00s,No,0
Crewmate,Win,7,Yes,Yes,-,24m 31s,No,1
Crewmate,Win,7,Yes,Yes,-,16m 27s,No,2
Crewmate,Win,6,No,No,-,07m 00s,No,0
Crewmate,Loss,7,Yes,Yes,-,14m 26s,No,0
Crewmate,Win,8,Yes,Yes,-,12m 15s,No,0
Crewmate,Win,8,Yes,Yes,-,13m 28s,No,0
Imposter,Win,-,-,-,2,07m 50s,No,
Crewmate,Loss,8,Yes,Yes,-,12m 01s,No,0
Crewmate,Loss,7,No,No,-,06m 09s,No,0
Crewmate,Loss,6,No,Yes,-,10m 36s,No,0
Imposter,Win,-,-,-,1,16m 14s,No,
Crewmate,Win,8,Yes,No,-,17m 29s,No,0
Crewmate,Win,8,Yes,Yes,-,13m 32s,No,2
Crewmate,Loss,8,Yes,No,-,18m 01s,No,0
Crewmate,Loss,8,Yes,Yes,-,10m 29s,No,2
Crewmate,Win,8,Yes,No,-,09m 28s,No,0
Crewmate,Win,4,No,No,-,05m 53s,No,0
Crewmate,Loss,5,Yes,No,-,09m 05s,No,0
Crewmate,Loss,8,No,Yes,-,09m 35s,No,2
Crewmate,Win,9,Yes,Yes,-,09m 16s,No,0
Crewmate,Loss,9,Yes,Yes,-,05m 22s,No,1
Crewmate,Loss,8,Yes,Yes,-,02m 42s,No,0
Crewmate,Win,0,No,No,-,01m 19s,No,0
Crewmate,Win,0,No,No,-,00m 49s,No,0
Crewmate,Win,8,Yes,No,-,10m 09s,No,1
Crewmate,Win,2,No,Yes,-,02m 59s,No,0
Crewmate,Loss,9,Yes,Yes,-,11m 14s,No,0
Crewmate,Loss,7,No,No,-,06m 57s,No,0
Crewmate,Win,9,Yes,Yes,-,06m 36s,No,0
Imposter,Win,-,-,-,2,06m 18s,No,
Crewmate,Loss,8,Yes,Yes,-,10m 45s,No,2
Crewmate,Win,4,No,Yes,-,04m 57s,No,0
Crewmate,Win,6,Yes,Yes,-,08m 14s,No,0
Crewmate,Win,9,Yes,No,-,12m 05s,No,0
Imposter,Loss,-,-,-,3,10m 35s,Yes,
Crewmate,Loss,7,No,Yes,-,07m 11s,No,0
Imposter,Win,-,-,-,4,12m 37s,No,
Crewmate,Win,9,Yes,No,-,13m 15s,No,0
Imposter,Win,-,-,-,6,03m 54s,No,
Imposter,Win,-,-,-,6,03m 47s,No,
Crewmate,Loss,9,Yes,Yes,-,03m 57s,No,0
Crewmate,Win,8,Yes,No,-,06m 16s,No,0
Crewmate,Win,8,Yes,Yes,-,22m 58s,No,0
Crewmate,Win,8,Yes,No,-,07m 35s,No,0
Crewmate,Win,8,Yes,Yes,-,05m 12s,No,0
Imposter,Loss,-,-,-,2,11m 57s,No,
Imposter,Loss,-,-,-,1,06m 23s,No,
Crewmate,Loss,5,No,No,-,07m 29s,No,1
Crewmate,Loss,9,Yes,No,-,09m 33s,No,0
Crewmate,Win,4,No,Yes,-,08m 41s,No,1
Crewmate,Win,1,No,Yes,-,03m 29s,No,1
Crewmate,Loss,8,Yes,Yes,-,12m 05s,No,0
Crewmate,Win,8,Yes,No,-,06m 58s,No,0
Crewmate,Win,4,No,No,-,03m 47s,No,0
Crewmate,Win,7,No,No,-,05m 03s,No,0
Crewmate,Win,5,No,Yes,-,07m 46s,No,0
Crewmate,Loss,1,No,Yes,-,08m 03s,No,0
Crewmate,Win,8,Yes,No,-,13m 59s,No,0
Crewmate,Loss,5,No,No,-,05m 01s,No,1
Crewmate,Loss,6,No,No,-,07m 48s,No,1
Crewmate,Win,3,No,No,-,03m 31s,No,0
Imposter,Win,-,-,-,2,05m 27s,No,
Crewmate,Loss,7,Yes,Yes,-,11m 49s,No,1
Crewmate,Win,8,Yes,No,-,24m 40s,No,0
Crewmate,Win,8,Yes,Yes,-,10m 34s,No,0
Crewmate,Win,4,No,Yes,-,07m 41s,No,0
Crewmate,Win,8,Yes,Yes,-,17m 58s,No,0
Crewmate,Win,5,No,Yes,-,17m 56s,No,0
